event_id_no_cnty;event_date;event_type;actor1;inter1;actor2;inter2;country;location;fatalities
4369;30/08/2017;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Unidentified Communal Militia (South Sudan);4;South Sudan;Maridi;0
4367;30/08/2017;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Gulumbi;0
4365;29/08/2017;Battle-No change of territory;Police Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Mangaia;1
4366;29/08/2017;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;South Sudan;Maiwut;0
4363;28/08/2017;Battle-No change of territory;Rubkona Communal Militia (South Sudan);4;Rubkona Communal Militia (South Sudan);4;South Sudan;Rubkona;6
4360;28/08/2017;Violence against civilians;Kuac Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Gogrial;
4361;28/08/2017;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Sopo;1
4362;28/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Yei;0
4364;28/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Logobero;10
4358;27/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SSPM/A: South Sudan Patriotic Movement/Army;2;South Sudan;Malek;16
4359;27/08/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Juba;
4357;27/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SSPM/A: South Sudan Patriotic Movement/Army;2;South Sudan;Makwaj;0
4356;26/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Gogrial;
4355;26/08/2017;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Kimba;
4354;26/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Yei;0
4353;26/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Kaya;
4351;24/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Kaka;0
4352;24/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Gwit;0
4349;23/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Kapoeta;3
4348;23/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Juba;1
4347;23/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Jambo;5
4350;23/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Thur;0
4346;22/08/2017;Violence against civilians;Melut Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Paloich;6
4344;22/08/2017;Battle-No change of territory;Murle Ethnic Militia (South Sudan);4;Pochalla Communal Militia (South Sudan);4;South Sudan;Neum;1
4345;22/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Mayom;1
4343;21/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Rumbek;2
4341;21/08/2017;Battle-No change of territory;Murle Ethnic Militia (South Sudan);4;Pochalla Communal Militia (South Sudan);4;South Sudan;Neum;1
4342;21/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Cuei Adukan;1
4340;18/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Bisellia;1
4870;15/08/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Wonduruba;17
4871;15/08/2017;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Kajo-Keji;0
4336;15/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Rumbek;1
4337;15/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Minori;0
4333;15/08/2017;Violence against civilians;Kuac Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Agwar;0
4335;15/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Gwit;
4338;15/08/2017;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Wau;
4334;15/08/2017;Violence against civilians;Police Forces of South Sudan (2011-) National Security Service;1;Civilians (South Sudan);7;South Sudan;Yirol;0
4339;15/08/2017;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Yei;0
4332;14/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pagak;0
4330;13/08/2017;Violence against civilians;Bahr el Ghazal Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Bul;2
4331;13/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Waat;3
4329;13/08/2017;Battle-No change of territory;Military Forces of Ethiopia (1991-);8;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pagak;6
4328;12/08/2017;Violence against civilians;Vigilante Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Yambio;1
4327;12/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pagak;
4325;11/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pagak;
4322;10/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yei;0
4323;10/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Riwoto;0
4319;10/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pagak;
4324;10/08/2017;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Juba;0
4321;10/08/2017;Strategic development;Police Forces of South Sudan (2011-) National Security Service;1;Police Forces of South Sudan (2011-);1;South Sudan;Juba;0
4320;10/08/2017;Strategic development;Government of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Juba;0
4869;08/08/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Bazia;10
4318;08/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Torit;3
4317;08/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Maridi;2
4316;08/08/2017;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;UNMISS: United Nations Mission in the Republic of South Sudan (2011-);8;South Sudan;Lasu;0
4315;07/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Juba;1
4313;07/08/2017;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Maiwut;
4314;07/08/2017;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;South Sudan;Wau;
4312;06/08/2017;Battle-No change of territory;Rumbek Communal Militia (South Sudan);4;Maridi Communal Militia (South Sudan);4;South Sudan;Maridi;4
4311;06/08/2017;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pagak;
4307;05/08/2017;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Vigilante Militia (South Sudan);4;South Sudan;Gok;0
4309;05/08/2017;Battle-No change of territory;Waat Communal Militia (South Sudan);;;;;;
4308;05/08/2017;Battle-No change of territory;Waat Communal Militia (South Sudan);;;;;;
4310;05/08/2017;Strategic development;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Wau;0
4305;04/08/2017;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Juba;0
4306;04/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bentiu;0
4303;03/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Malakal;0
4304;03/08/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bentiu;
4300;02/08/2017;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Budi Communal Militia (South Sudan);4;South Sudan;Kidepo;20
4302;02/08/2017;Battle-No change of territory;Maban Communal Militia (South Sudan);4;Melut Communal Militia (South Sudan);4;South Sudan;Maban;
4299;02/08/2017;Violence against civilians;Unidentified Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Gok;0
4301;02/08/2017;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Moli;
4295;01/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Werakot;1
4298;01/08/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;0
4296;01/08/2017;Battle-No change of territory;Wunrok Communal Militia (South Sudan);4;Private Security Forces (South Sudan);8;South Sudan;Turalei;0
4297;01/08/2017;Strategic development;Police Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Tonj;0
4294;31/07/2017;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Lanyi;
4293;30/07/2017;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;NAS: National Salvation Front;2;South Sudan;Yari;12
4292;29/07/2017;Violence against civilians;Unidentified Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Werakot;4
4291;29/07/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Tonj;1
4285;29/07/2017;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;NAS: National Salvation Front;2;South Sudan;Juba;0
4290;29/07/2017;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Pagak;0
4286;29/07/2017;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;South Sudan;Pagak;0
4288;29/07/2017;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Jalei;
4287;29/07/2017;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Bamurye;
4289;29/07/2017;Strategic development;Apuk Ethnic Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Marial-baai;
4284;28/07/2017;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Bor;0
4283;28/07/2017;Violence against civilians;Leich Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Ajakuac;4
4282;28/07/2017;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Multhiang;0
4281;28/07/2017;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;South Sudan;Maiwut;0
4280;28/07/2017;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Longuchok;0
4279;28/07/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Jalei;0
4278;27/07/2017;Battle-Government regains territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;South Sudan;Maiwut;
4277;26/07/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;0
4274;26/07/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Juba;0
4273;26/07/2017;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Police Forces of South Sudan (2011-);1;South Sudan;Juba;0
4272;26/07/2017;Strategic development;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);;;;
4275;26/07/2017;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;South Sudan;Maiwut;
4276;26/07/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Kaka;
4269;25/07/2017;Violence against civilians;Boma Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Bor;0
4271;25/07/2017;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Multhiang;10
4270;25/07/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Maiwut;30
4268;24/07/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;0
4267;24/07/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yambio;2
4266;24/07/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Thar Wang;17
